SOL,PARAMETER,Period, Value 
1221,MSME,Nov-26, 58.24 
1221,MSME,Dec-26, 59.81 
1221,MSME,Jan-27, 61.12 
1221,MSME,Feb-27, 62.44 
1221,MSME,Mar-27, 63.75 
1258,MSME,Mar-26, 143.77 
1258,MSME,Apr-26, 146.92 
1258,MSME,May-26, 150.06 
1258,MSME,Jun-26, 153.20 
1258,MSME,Jul-26, 157.13 
1258,MSME,Aug-26, 161.06 
1258,MSME,Sep-26, 164.99 
1258,MSME,Oct-26, 169.71 
1258,MSME,Nov-26, 174.43 
1258,MSME,Dec-26, 179.14 
1258,MSME,Jan-27, 183.07 
1258,MSME,Feb-27, 187.00 
1258,MSME,Mar-27, 190.93 
1314,MSME,Mar-26, 897.59 
1314,MSME,Apr-26, 919.88 
1314,MSME,May-26, 942.18 
1314,MSME,Jun-26, 964.48 
1314,MSME,Jul-26, 992.34 
1314,MSME,Aug-26, 1020.21 
1314,MSME,Sep-26, 1048.08 
1314,MSME,Oct-26, 1081.53 
1314,MSME,Nov-26, 1114.97 
1314,MSME,Dec-26, 1148.41 
1314,MSME,Jan-27, 1176.28 
1314,MSME,Feb-27, 1204.15 
1314,MSME,Mar-27, 1232.02 
1316,MSME,Mar-26, 111.99 
1316,MSME,Apr-26, 114.44 
1316,MSME,May-26, 116.89 
1316,MSME,Jun-26, 119.33 
1316,MSME,Jul-26, 122.40 
1316,MSME,Aug-26, 125.46 
1316,MSME,Sep-26, 128.52 
1316,MSME,Oct-26, 132.19 
1316,MSME,Nov-26, 135.87 
1316,MSME,Dec-26, 139.54 
1316,MSME,Jan-27, 142.60 
1316,MSME,Feb-27, 145.66 
1316,MSME,Mar-27, 148.72 
1317,MSME,Mar-26, 51.38 
1317,MSME,Apr-26, 52.50 
1317,MSME,May-26, 53.62 
1317,MSME,Jun-26, 54.75 
1317,MSME,Jul-26, 56.15 
1317,MSME,Aug-26, 57.56 
1317,MSME,Sep-26, 58.96 
1317,MSME,Oct-26, 60.65 
1317,MSME,Nov-26, 62.33 
1317,MSME,Dec-26, 64.02 
1317,MSME,Jan-27, 65.42 
1317,MSME,Feb-27, 66.82 
1317,MSME,Mar-27, 68.23 
1401,MSME,Mar-26, 235.10 
1401,MSME,Apr-26, 240.24 
1401,MSME,May-26, 245.38 
1401,MSME,Jun-26, 250.53 
1401,MSME,Jul-26, 256.95 
1401,MSME,Aug-26, 263.38 
1401,MSME,Sep-26, 269.81 
1401,MSME,Oct-26, 277.52 
1401,MSME,Nov-26, 285.23 
1401,MSME,Dec-26, 292.94 
1401,MSME,Jan-27, 299.37 
1401,MSME,Feb-27, 305.79 
1401,MSME,Mar-27, 312.22 
1560,MSME,Mar-26, 241.37 
1560,MSME,Apr-26, 246.65 
1560,MSME,May-26, 251.93 
1560,MSME,Jun-26, 257.21 
1560,MSME,Jul-26, 263.80 
1560,MSME,Aug-26, 270.40 
1560,MSME,Sep-26, 277.00 
1560,MSME,Oct-26, 284.92 
1560,MSME,Nov-26, 292.84 
1560,MSME,Dec-26, 300.75 
1560,MSME,Jan-27, 307.35 
1560,MSME,Feb-27, 313.95 
1560,MSME,Mar-27, 320.55 
1789,MSME,Mar-26, 171.64 
1789,MSME,Apr-26, 175.40 
1789,MSME,May-26, 179.15 
1789,MSME,Jun-26, 182.90 
1789,MSME,Jul-26, 187.59 
1789,MSME,Aug-26, 192.29 
1789,MSME,Sep-26, 196.98 
1789,MSME,Oct-26, 202.61 
1789,MSME,Nov-26, 208.24 
1789,MSME,Dec-26, 213.87 
1789,MSME,Jan-27, 218.56 
1789,MSME,Feb-27, 223.25 
1789,MSME,Mar-27, 227.94 
1830,MSME,Mar-26, 164.60 
1830,MSME,Apr-26, 168.20 
1830,MSME,May-26, 171.80 
1830,MSME,Jun-26, 175.40 
1830,MSME,Jul-26, 179.90 
1830,MSME,Aug-26, 184.40 
1830,MSME,Sep-26, 188.90 
1830,MSME,Oct-26, 194.30 
1830,MSME,Nov-26, 199.70 
1830,MSME,Dec-26, 205.10 
1830,MSME,Jan-27, 209.60 
1830,MSME,Feb-27, 214.10 
1830,MSME,Mar-27, 218.59 
1896,MSME,Mar-26, 75.89 
1896,MSME,Apr-26, 77.55 
1896,MSME,May-26, 79.21 
1896,MSME,Jun-26, 80.87 
1896,MSME,Jul-26, 82.94 
1896,MSME,Aug-26, 85.02 
1896,MSME,Sep-26, 87.09 
1896,MSME,Oct-26, 89.58 
1896,MSME,Nov-26, 92.07 
1896,MSME,Dec-26, 94.56 
1896,MSME,Jan-27, 96.63 
1896,MSME,Feb-27, 98.71 
1896,MSME,Mar-27, 100.78 
1919,MSME,Mar-26, 132.55 
1919,MSME,Apr-26, 135.45 
1919,MSME,May-26, 138.35 
1919,MSME,Jun-26, 141.24 
1919,MSME,Jul-26, 144.87 
1919,MSME,Aug-26, 148.49 
1919,MSME,Sep-26, 152.11 
1919,MSME,Oct-26, 156.46 
1919,MSME,Nov-26, 160.81 
1919,MSME,Dec-26, 165.16 
1919,MSME,Jan-27, 168.78 
1919,MSME,Feb-27, 172.40 
1919,MSME,Mar-27, 176.03 
1931,MSME,Mar-26, 114.57 
1931,MSME,Apr-26, 117.00 
1931,MSME,May-26, 119.43 
1931,MSME,Jun-26, 121.86 
1931,MSME,Jul-26, 124.90 
1931,MSME,Aug-26, 127.94 
1931,MSME,Sep-26, 130.98 
1931,MSME,Oct-26, 134.63 
1931,MSME,Nov-26, 138.27 
1931,MSME,Dec-26, 141.92 
1931,MSME,Jan-27, 144.96 
1931,MSME,Feb-27, 148.00 
1931,MSME,Mar-27, 151.04 
2098,MSME,Mar-26, 2317.65 
2098,MSME,Apr-26, 2368.33 
2098,MSME,May-26, 2419.02 
2098,MSME,Jun-26, 2469.70 
2098,MSME,Jul-26, 2533.05 
2098,MSME,Aug-26, 2596.40 
2098,MSME,Sep-26, 2659.76 
2098,MSME,Oct-26, 2735.78 
2098,MSME,Nov-26, 2811.81 
2098,MSME,Dec-26, 2887.83 
2098,MSME,Jan-27, 2951.18 
2098,MSME,Feb-27, 3014.54 
2098,MSME,Mar-27, 3077.89 
2286,MSME,Mar-26, 95.14 
2286,MSME,Apr-26, 97.22 
2286,MSME,May-26, 99.30 
2286,MSME,Jun-26, 101.38 
2286,MSME,Jul-26, 103.98 
2286,MSME,Aug-26, 106.58 
2286,MSME,Sep-26, 109.18 
2286,MSME,Oct-26, 112.30 
2286,MSME,Nov-26, 115.42 
2286,MSME,Dec-26, 118.54 
2286,MSME,Jan-27, 121.14 
2286,MSME,Feb-27, 123.74 
2286,MSME,Mar-27, 126.34 
2287,MSME,Mar-26, 120.93 
2287,MSME,Apr-26, 123.30 
2287,MSME,May-26, 125.68 
2287,MSME,Jun-26, 128.06 
2287,MSME,Jul-26, 131.03 
2287,MSME,Aug-26, 134.00 
2287,MSME,Sep-26, 136.98 
2287,MSME,Oct-26, 140.54 
2287,MSME,Nov-26, 144.11 
2287,MSME,Dec-26, 147.67 
2287,MSME,Jan-27, 150.65 
2287,MSME,Feb-27, 153.62 
2287,MSME,Mar-27, 156.59 
2288,MSME,Mar-26, 158.25 
2288,MSME,Apr-26, 161.72 
2288,MSME,May-26, 165.18 
2288,MSME,Jun-26, 168.64 
2288,MSME,Jul-26, 172.96 
2288,MSME,Aug-26, 177.29 
2288,MSME,Sep-26, 181.61 
2288,MSME,Oct-26, 186.81 
2288,MSME,Nov-26, 192.00 
2288,MSME,Dec-26, 197.19 
2288,MSME,Jan-27, 201.51 
2288,MSME,Feb-27, 205.84 
2288,MSME,Mar-27, 210.17 
2461,MSME,Mar-26, 322.74 
2461,MSME,Apr-26, 327.05 
2461,MSME,May-26, 331.37 
2461,MSME,Jun-26, 335.68 
2461,MSME,Jul-26, 341.07 
2461,MSME,Aug-26, 346.46 
2461,MSME,Sep-26, 351.85 
2461,MSME,Oct-26, 358.32 
2461,MSME,Nov-26, 364.79 
2461,MSME,Dec-26, 371.25 
2461,MSME,Jan-27, 376.64 
2461,MSME,Feb-27, 382.03 
2461,MSME,Mar-27, 387.42 
2464,MSME,Mar-26, 188.10 
2464,MSME,Apr-26, 192.21 
2464,MSME,May-26, 196.33 
2464,MSME,Jun-26, 200.44 
2464,MSME,Jul-26, 205.58 
2464,MSME,Aug-26, 210.72 
2464,MSME,Sep-26, 215.86 
2464,MSME,Oct-26, 222.03 
2464,MSME,Nov-26, 228.20 
2464,MSME,Dec-26, 234.37 
2464,MSME,Jan-27, 239.52 
2464,MSME,Feb-27, 244.66 
2464,MSME,Mar-27, 249.80 
2574,MSME,Mar-26, 161.30 
2574,MSME,Apr-26, 164.83 
2574,MSME,May-26, 168.36 
2574,MSME,Jun-26, 171.88 
2574,MSME,Jul-26, 176.29 
2574,MSME,Aug-26, 180.70 
2574,MSME,Sep-26, 185.11 
2574,MSME,Oct-26, 190.40 
2574,MSME,Nov-26, 195.69 
2574,MSME,Dec-26, 200.99 
2574,MSME,Jan-27, 205.40 
2574,MSME,Feb-27, 209.80 
2574,MSME,Mar-27, 214.21 
2685,MSME,Mar-26, 187.96 
2685,MSME,Apr-26, 192.07 
2685,MSME,May-26, 196.18 
2685,MSME,Jun-26, 200.29 
2685,MSME,Jul-26, 205.43 
2685,MSME,Aug-26, 210.56 
2685,MSME,Sep-26, 215.70 
2685,MSME,Oct-26, 221.87 
2685,MSME,Nov-26, 228.03 
2685,MSME,Dec-26, 234.20 
2685,MSME,Jan-27, 239.34 
2685,MSME,Feb-27, 244.47 
2685,MSME,Mar-27, 249.61 
2686,MSME,Mar-26, 176.60 
2686,MSME,Apr-26, 180.46 
2686,MSME,May-26, 184.33 
2686,MSME,Jun-26, 188.19 
2686,MSME,Jul-26, 193.02 
2686,MSME,Aug-26, 197.84 
2686,MSME,Sep-26, 202.67 
2686,MSME,Oct-26, 208.46 
2686,MSME,Nov-26, 214.26 
2686,MSME,Dec-26, 220.05 
2686,MSME,Jan-27, 224.88 
2686,MSME,Feb-27, 229.70 
2686,MSME,Mar-27, 234.53 
2702,MSME,Mar-26, 37.96 
2702,MSME,Apr-26, 38.79 
2702,MSME,May-26, 39.62 
2702,MSME,Jun-26, 40.45 
2702,MSME,Jul-26, 41.49 
2702,MSME,Aug-26, 42.52 
2702,MSME,Sep-26, 43.56 
2702,MSME,Oct-26, 44.81 
2702,MSME,Nov-26, 46.05 
2702,MSME,Dec-26, 47.30 
2702,MSME,Jan-27, 48.33 
2702,MSME,Feb-27, 49.37 
2702,MSME,Mar-27, 50.41 
2703,MSME,Mar-26, 186.22 
2703,MSME,Apr-26, 190.29 
2703,MSME,May-26, 194.36 
2703,MSME,Jun-26, 198.43 
2703,MSME,Jul-26, 203.52 
2703,MSME,Aug-26, 208.61 
2703,MSME,Sep-26, 213.70 
2703,MSME,Oct-26, 219.81 
2703,MSME,Nov-26, 225.92 
2703,MSME,Dec-26, 232.03 
2703,MSME,Jan-27, 237.12 
2703,MSME,Feb-27, 242.21 
2703,MSME,Mar-27, 247.30 
2704,MSME,Mar-26, 36.19 
2704,MSME,Apr-26, 36.97 
2704,MSME,May-26, 37.75 
2704,MSME,Jun-26, 38.54 
2704,MSME,Jul-26, 39.52 
2704,MSME,Aug-26, 40.50 
2704,MSME,Sep-26, 41.48 
2704,MSME,Oct-26, 42.66 
2704,MSME,Nov-26, 43.83 
2704,MSME,Dec-26, 45.01 
2704,MSME,Jan-27, 45.99 
2704,MSME,Feb-27, 46.97 
2704,MSME,Mar-27, 47.95 
2705,MSME,Mar-26, 127.65 
2705,MSME,Apr-26, 130.44 
2705,MSME,May-26, 133.23 
2705,MSME,Jun-26, 136.03 
2705,MSME,Jul-26, 139.51 
2705,MSME,Aug-26, 143.00 
2705,MSME,Sep-26, 146.49 
2705,MSME,Oct-26, 150.68 
2705,MSME,Nov-26, 154.87 
2705,MSME,Dec-26, 159.06 
2705,MSME,Jan-27, 162.54 
2705,MSME,Feb-27, 166.03 
2705,MSME,Mar-27, 169.52 
2706,MSME,Mar-26, 160.10 
2706,MSME,Apr-26, 163.60 
2706,MSME,May-26, 167.10 
2706,MSME,Jun-26, 170.60 
2706,MSME,Jul-26, 174.97 
2706,MSME,Aug-26, 179.35 
2706,MSME,Sep-26, 183.73 
2706,MSME,Oct-26, 188.98 
2706,MSME,Nov-26, 194.23 
2706,MSME,Dec-26, 199.48 
2706,MSME,Jan-27, 203.86 
2706,MSME,Feb-27, 208.23 
2706,MSME,Mar-27, 212.61 
3164,MSME,Mar-26, 133.33 
3164,MSME,Apr-26, 135.25 
3164,MSME,May-26, 137.17 
3164,MSME,Jun-26, 139.08 
3164,MSME,Jul-26, 141.48 
3164,MSME,Aug-26, 143.87 
3164,MSME,Sep-26, 146.27 
3164,MSME,Oct-26, 149.14 
3164,MSME,Nov-26, 152.01 
3164,MSME,Dec-26, 154.89 
3164,MSME,Jan-27, 157.28 
3164,MSME,Feb-27, 159.68 
3164,MSME,Mar-27, 162.07 
3165,MSME,Mar-26, 112.70 
3165,MSME,Apr-26, 115.16 
3165,MSME,May-26, 117.63 
3165,MSME,Jun-26, 120.09 
3165,MSME,Jul-26, 123.17 
3165,MSME,Aug-26, 126.25 
3165,MSME,Sep-26, 129.33 
3165,MSME,Oct-26, 133.03 
3165,MSME,Nov-26, 136.73 
3165,MSME,Dec-26, 140.42 
3165,MSME,Jan-27, 143.50 
3165,MSME,Feb-27, 146.58 
3165,MSME,Mar-27, 149.66 
3166,MSME,Mar-26, 62.18 
3166,MSME,Apr-26, 63.54 
3166,MSME,May-26, 64.90 
3166,MSME,Jun-26, 66.26 
3166,MSME,Jul-26, 67.96 
3166,MSME,Aug-26, 69.66 
3166,MSME,Sep-26, 71.36 
3166,MSME,Oct-26, 73.40 
3166,MSME,Nov-26, 75.44 
3166,MSME,Dec-26, 77.48 
3166,MSME,Jan-27, 79.18 
3166,MSME,Feb-27, 80.88 
3166,MSME,Mar-27, 82.58 
3346,MSME,Mar-26, 49.22 
3346,MSME,Apr-26, 50.29 
3346,MSME,May-26, 51.37 
3346,MSME,Jun-26, 52.44 
3346,MSME,Jul-26, 53.79 
3346,MSME,Aug-26, 55.14 
3346,MSME,Sep-26, 56.48 
3346,MSME,Oct-26, 58.09 
3346,MSME,Nov-26, 59.71 
3346,MSME,Dec-26, 61.32 
3346,MSME,Jan-27, 62.67 
3346,MSME,Feb-27, 64.01 
3346,MSME,Mar-27, 65.36 
3347,MSME,Mar-26, 199.59 
3347,MSME,Apr-26, 201.95 
3347,MSME,May-26, 204.31 
3347,MSME,Jun-26, 206.68 
3347,MSME,Jul-26, 209.63 
3347,MSME,Aug-26, 212.59 
3347,MSME,Sep-26, 215.55 
3347,MSME,Oct-26, 219.09 
3347,MSME,Nov-26, 222.64 
3347,MSME,Dec-26, 226.19 
3347,MSME,Jan-27, 229.14 
3347,MSME,Feb-27, 232.10 
3347,MSME,Mar-27, 235.05 
3436,MSME,Mar-26, 160.40 
3436,MSME,Apr-26, 163.29 
3436,MSME,May-26, 166.19 
3436,MSME,Jun-26, 169.08 
3436,MSME,Jul-26, 172.70 
3436,MSME,Aug-26, 176.32 
3436,MSME,Sep-26, 179.94 
3436,MSME,Oct-26, 184.29 
3436,MSME,Nov-26, 188.63 
3436,MSME,Dec-26, 192.98 
3436,MSME,Jan-27, 196.60 
3436,MSME,Feb-27, 200.22 
3436,MSME,Mar-27, 203.84 
3437,MSME,Mar-26, 101.85 
3437,MSME,Apr-26, 104.07 
3437,MSME,May-26, 106.30 
3437,MSME,Jun-26, 108.53 
3437,MSME,Jul-26, 111.31 
3437,MSME,Aug-26, 114.09 
3437,MSME,Sep-26, 116.88 
3437,MSME,Oct-26, 120.22 
3437,MSME,Nov-26, 123.56 
3437,MSME,Dec-26, 126.90 
3437,MSME,Jan-27, 129.69 
3437,MSME,Feb-27, 132.47 
3437,MSME,Mar-27, 135.25 
3548,MSME,Mar-26, 215.88 
3548,MSME,Apr-26, 220.60 
3548,MSME,May-26, 225.32 
3548,MSME,Jun-26, 230.04 
3548,MSME,Jul-26, 235.95 
3548,MSME,Aug-26, 241.85 
3548,MSME,Sep-26, 247.75 
3548,MSME,Oct-26, 254.83 
3548,MSME,Nov-26, 261.91 
3548,MSME,Dec-26, 268.99 
3548,MSME,Jan-27, 274.89 
3548,MSME,Feb-27, 280.79 
3548,MSME,Mar-27, 286.70 
3549,MSME,Mar-26, 71.10 
3549,MSME,Apr-26, 72.66 
3549,MSME,May-26, 74.21 
3549,MSME,Jun-26, 75.77 
3549,MSME,Jul-26, 77.71 
3549,MSME,Aug-26, 79.66 
3549,MSME,Sep-26, 81.60 
3549,MSME,Oct-26, 83.93 
3549,MSME,Nov-26, 86.26 
3549,MSME,Dec-26, 88.60 
3549,MSME,Jan-27, 90.54 
3549,MSME,Feb-27, 92.48 
3549,MSME,Mar-27, 94.43 
3920,MSME,Mar-26, 11.41 
3920,MSME,Apr-26, 11.66 
3920,MSME,May-26, 11.91 
3920,MSME,Jun-26, 12.16 
3920,MSME,Jul-26, 12.47 
3920,MSME,Aug-26, 12.78 
3920,MSME,Sep-26, 13.09 
3920,MSME,Oct-26, 13.47 
3920,MSME,Nov-26, 13.84 
3920,MSME,Dec-26, 14.22 
3920,MSME,Jan-27, 14.53 
3920,MSME,Feb-27, 14.84 
3920,MSME,Mar-27, 15.15 
4069,MSME,Mar-26, -   
4069,MSME,Apr-26, -   
4069,MSME,May-26, -   
4069,MSME,Jun-26, -   
4069,MSME,Jul-26, -   
4069,MSME,Aug-26, -   
4069,MSME,Sep-26, -   
4069,MSME,Oct-26, -   
4069,MSME,Nov-26, -   
4069,MSME,Dec-26, -   
4069,MSME,Jan-27, -   
4069,MSME,Feb-27, -   
4069,MSME,Mar-27, -   
4153,MSME,Mar-26, -   
4153,MSME,Apr-26, 1.00 
4153,MSME,May-26, 2.00 
4153,MSME,Jun-26, 3.00 
4153,MSME,Jul-26, 4.25 
4153,MSME,Aug-26, 5.50 
4153,MSME,Sep-26, 6.75 
4153,MSME,Oct-26, 8.25 
4153,MSME,Nov-26, 9.75 
4153,MSME,Dec-26, 11.25 
4153,MSME,Jan-27, 12.50 
4153,MSME,Feb-27, 13.75 
4153,MSME,Mar-27, 15.00 
3933,MSME,Mar-26, 145.82 
3933,MSME,Apr-26, 148.93 
3933,MSME,May-26, 152.05 
3933,MSME,Jun-26, 155.16 
3933,MSME,Jul-26, 159.04 
3933,MSME,Aug-26, 162.93 
3933,MSME,Sep-26, 166.82 
3933,MSME,Oct-26, 171.49 
3933,MSME,Nov-26, 176.15 
3933,MSME,Dec-26, 180.82 
3933,MSME,Jan-27, 184.71 
3933,MSME,Feb-27, 188.60 
3933,MSME,Mar-27, 192.49 
174,Mudra,Mar-26, 68.81 
174,Mudra,Apr-26, 69.45 
174,Mudra,May-26, 70.09 
174,Mudra,Jun-26, 70.73 
174,Mudra,Jul-26, 71.53 
174,Mudra,Aug-26, 72.33 
174,Mudra,Sep-26, 73.13 
174,Mudra,Oct-26, 74.10 
174,Mudra,Nov-26, 75.06 
174,Mudra,Dec-26, 76.02 
174,Mudra,Jan-27, 76.82 
174,Mudra,Feb-27, 77.62 
174,Mudra,Mar-27, 78.42 
175,Mudra,Mar-26, 37.28 
175,Mudra,Apr-26, 37.60 
175,Mudra,May-26, 37.92 
175,Mudra,Jun-26, 38.24 
175,Mudra,Jul-26, 38.64 
175,Mudra,Aug-26, 39.04 
175,Mudra,Sep-26, 39.43 
175,Mudra,Oct-26, 39.91 
175,Mudra,Nov-26, 40.39 
175,Mudra,Dec-26, 40.87 
175,Mudra,Jan-27, 41.27 
175,Mudra,Feb-27, 41.66 
175,Mudra,Mar-27, 42.06 
176,Mudra,Mar-26, 52.60 
176,Mudra,Apr-26, 53.22 
176,Mudra,May-26, 53.84 
176,Mudra,Jun-26, 54.45 
176,Mudra,Jul-26, 55.22 
176,Mudra,Aug-26, 55.99 
176,Mudra,Sep-26, 56.76 
176,Mudra,Oct-26, 57.68 
176,Mudra,Nov-26, 58.60 
176,Mudra,Dec-26, 59.53 
176,Mudra,Jan-27, 60.30 
176,Mudra,Feb-27, 61.07 
176,Mudra,Mar-27, 61.84 
230,Mudra,Mar-26, 90.83 
230,Mudra,Apr-26, 91.77 
230,Mudra,May-26, 92.70 
230,Mudra,Jun-26, 93.64 
230,Mudra,Jul-26, 94.80 
230,Mudra,Aug-26, 95.97 
230,Mudra,Sep-26, 97.14 
230,Mudra,Oct-26, 98.54 
230,Mudra,Nov-26, 99.95 
230,Mudra,Dec-26, 101.35 
230,Mudra,Jan-27, 102.52 
230,Mudra,Feb-27, 103.69 
230,Mudra,Mar-27, 104.85 
232,Mudra,Mar-26, 74.31 
232,Mudra,Apr-26, 74.82 
232,Mudra,May-26, 75.32 
232,Mudra,Jun-26, 75.83 
232,Mudra,Jul-26, 76.46 
232,Mudra,Aug-26, 77.09 
232,Mudra,Sep-26, 77.72 
232,Mudra,Oct-26, 78.48 
232,Mudra,Nov-26, 79.24 
232,Mudra,Dec-26, 80.00 
232,Mudra,Jan-27, 80.63 
232,Mudra,Feb-27, 81.26 
232,Mudra,Mar-27, 81.90 
237,Mudra,Mar-26, 37.94 
237,Mudra,Apr-26, 38.38 
237,Mudra,May-26, 38.83 
237,Mudra,Jun-26, 39.27 
237,Mudra,Jul-26, 39.83 
237,Mudra,Aug-26, 40.39 
237,Mudra,Sep-26, 40.95 
237,Mudra,Oct-26, 41.62 
237,Mudra,Nov-26, 42.29 
237,Mudra,Dec-26, 42.95 
237,Mudra,Jan-27, 43.51 
237,Mudra,Feb-27, 44.07 
237,Mudra,Mar-27, 44.63 
243,Mudra,Mar-26, 187.11 
243,Mudra,Apr-26, 188.90 
243,Mudra,May-26, 190.69 
243,Mudra,Jun-26, 192.49 
243,Mudra,Jul-26, 194.73 
243,Mudra,Aug-26, 196.97 
243,Mudra,Sep-26, 199.21 
243,Mudra,Oct-26, 201.90 
243,Mudra,Nov-26, 204.59 
243,Mudra,Dec-26, 207.28 
243,Mudra,Jan-27, 209.52 
243,Mudra,Feb-27, 211.77 
243,Mudra,Mar-27, 214.01 
332,Mudra,Mar-26, 52.76 
332,Mudra,Apr-26, 53.33 
332,Mudra,May-26, 53.90 
332,Mudra,Jun-26, 54.47 
332,Mudra,Jul-26, 55.18 
332,Mudra,Aug-26, 55.89 
332,Mudra,Sep-26, 56.61 
332,Mudra,Oct-26, 57.46 
332,Mudra,Nov-26, 58.32 
332,Mudra,Dec-26, 59.18 
332,Mudra,Jan-27, 59.89 
332,Mudra,Feb-27, 60.60 
332,Mudra,Mar-27, 61.32 
376,Mudra,Mar-26, 77.03 
376,Mudra,Apr-26, 77.94 
376,Mudra,May-26, 78.85 
376,Mudra,Jun-26, 79.75 
376,Mudra,Jul-26, 80.88 
376,Mudra,Aug-26, 82.02 
376,Mudra,Sep-26, 83.15 
376,Mudra,Oct-26, 84.51 
376,Mudra,Nov-26, 85.87 
376,Mudra,Dec-26, 87.23 
376,Mudra,Jan-27, 88.36 
376,Mudra,Feb-27, 89.49 
376,Mudra,Mar-27, 90.62 
883,Mudra,Mar-26, 75.55 
883,Mudra,Apr-26, 76.10 
883,Mudra,May-26, 76.65 
883,Mudra,Jun-26, 77.20 
883,Mudra,Jul-26, 77.89 
883,Mudra,Aug-26, 78.58 
883,Mudra,Sep-26, 79.27 
883,Mudra,Oct-26, 80.10 
883,Mudra,Nov-26, 80.93 
883,Mudra,Dec-26, 81.76 
883,Mudra,Jan-27, 82.45 
883,Mudra,Feb-27, 83.14 
883,Mudra,Mar-27, 83.83 
910,Mudra,Mar-26, 59.06 
910,Mudra,Apr-26, 59.76 
910,Mudra,May-26, 60.45 
910,Mudra,Jun-26, 61.14 
910,Mudra,Jul-26, 62.01 
910,Mudra,Aug-26, 62.88 
910,Mudra,Sep-26, 63.75 
910,Mudra,Oct-26, 64.79 
910,Mudra,Nov-26, 65.83 
910,Mudra,Dec-26, 66.88 
910,Mudra,Jan-27, 67.74 
910,Mudra,Feb-27, 68.61 
910,Mudra,Mar-27, 69.48 
911,Mudra,Mar-26, 37.24 
911,Mudra,Apr-26, 37.61 
911,Mudra,May-26, 37.98 
911,Mudra,Jun-26, 38.35 
911,Mudra,Jul-26, 38.81 
911,Mudra,Aug-26, 39.28 
911,Mudra,Sep-26, 39.74 
911,Mudra,Oct-26, 40.30 
911,Mudra,Nov-26, 40.85 
911,Mudra,Dec-26, 41.41 
911,Mudra,Jan-27, 41.88 
911,Mudra,Feb-27, 42.34 
911,Mudra,Mar-27, 42.80 
924,Mudra,Mar-26, 105.24 
924,Mudra,Apr-26, 106.48 
924,Mudra,May-26, 107.71 
924,Mudra,Jun-26, 108.95 
924,Mudra,Jul-26, 110.50 
924,Mudra,Aug-26, 112.05 
924,Mudra,Sep-26, 113.59 
924,Mudra,Oct-26, 115.45 
924,Mudra,Nov-26, 117.31 
924,Mudra,Dec-26, 119.16 
924,Mudra,Jan-27, 120.71 
924,Mudra,Feb-27, 122.26 
924,Mudra,Mar-27, 123.80 
1013,Mudra,Mar-26, 50.40 
1013,Mudra,Apr-26, 50.98 
1013,Mudra,May-26, 51.56 
1013,Mudra,Jun-26, 52.14 
1013,Mudra,Jul-26, 52.87 
1013,Mudra,Aug-26, 53.60 
1013,Mudra,Sep-26, 54.32 
1013,Mudra,Oct-26, 55.20 
1013,Mudra,Nov-26, 56.07 
1013,Mudra,Dec-26, 56.94 
1013,Mudra,Jan-27, 57.67 
1013,Mudra,Feb-27, 58.39 
1013,Mudra,Mar-27, 59.12 
1044,Mudra,Mar-26, 21.79 
1044,Mudra,Apr-26, 22.05 
1044,Mudra,May-26, 22.30 
1044,Mudra,Jun-26, 22.56 
1044,Mudra,Jul-26, 22.88 
1044,Mudra,Aug-26, 23.20 
1044,Mudra,Sep-26, 23.52 
1044,Mudra,Oct-26, 23.91 
1044,Mudra,Nov-26, 24.29 
1044,Mudra,Dec-26, 24.68 
1044,Mudra,Jan-27, 25.00 
1044,Mudra,Feb-27, 25.32 
1044,Mudra,Mar-27, 25.64 
1112,Mudra,Mar-26, 10.53 
1112,Mudra,Apr-26, 10.62 
1112,Mudra,May-26, 10.70 
1112,Mudra,Jun-26, 10.79 
1112,Mudra,Jul-26, 10.90 
1112,Mudra,Aug-26, 11.00 
1112,Mudra,Sep-26, 11.11 
1112,Mudra,Oct-26, 11.24 
1112,Mudra,Nov-26, 11.37 
1112,Mudra,Dec-26, 11.49 
1112,Mudra,Jan-27, 11.60 
1112,Mudra,Feb-27, 11.71 
1112,Mudra,Mar-27, 11.81 
1152,Mudra,Mar-26, 65.11 
1152,Mudra,Apr-26, 65.65 
1152,Mudra,May-26, 66.18 
1152,Mudra,Jun-26, 66.71 
1152,Mudra,Jul-26, 67.37 
1152,Mudra,Aug-26, 68.04 
1152,Mudra,Sep-26, 68.70 
1152,Mudra,Oct-26, 69.50 
1152,Mudra,Nov-26, 70.30 
1152,Mudra,Dec-26, 71.10 
1152,Mudra,Jan-27, 71.76 
1152,Mudra,Feb-27, 72.43 
1152,Mudra,Mar-27, 73.09 
1220,Mudra,Mar-26, 99.05 
1220,Mudra,Apr-26, 99.85 
1220,Mudra,May-26, 100.65 
1220,Mudra,Jun-26, 101.45 
1220,Mudra,Jul-26, 102.44 
1220,Mudra,Aug-26, 103.44 
1220,Mudra,Sep-26, 104.44 
1220,Mudra,Oct-26, 105.63 
1220,Mudra,Nov-26, 106.83 
1220,Mudra,Dec-26, 108.03 
1220,Mudra,Jan-27, 109.03 
1220,Mudra,Feb-27, 110.02 
1220,Mudra,Mar-27, 111.02 
1221,Mudra,Mar-26, 35.15 
1221,Mudra,Apr-26, 35.38 
1221,Mudra,May-26, 35.62 
1221,Mudra,Jun-26, 35.86 
1221,Mudra,Jul-26, 36.15 
1221,Mudra,Aug-26, 36.45 
